Date,Close,High,Low,Open,Volume
2021-06-24,226.6066741943359,232.5399932861328,222.5366668701172,224.9966735839844,226
2021-06-25,223.9566650390625,231.27000427246097,222.8999938964844,229.8600006103516,223
2021-06-28,229.5733337402344,231.5666656494141,223.44000244140625,223.8800048828125,229
2021-06-29,226.9199981689453,229.1699981689453,225.29666137695312,228.21665954589844,226
2021-06-30,226.5666656494141,230.9366607666016,226.04666137695312,226.58999633789065,226
2021-07-01,225.97332763671875,229.3300018310547,224.26666259765625,227.97332763671875,225
2021-07-02,226.3000030517578,233.3333282470703,224.4199981689453,226.32666015625,226
2021-07-06,219.8600006103516,228.0,217.13333129882807,227.23666381835932,219
2021-07-07,214.88333129882807,221.8999938964844,212.77333068847656,221.42333984375,214
2021-07-08,217.60333251953125,218.1433258056641,206.82000732421875,209.4566650390625,217
2021-07-09,218.98333740234372,219.6366729736328,214.89666748046875,217.72666931152344,218
2021-07-12,220.91500091552734,229.0800018310547,220.72000122070312,220.73333740234372,220
2021-07-13,222.84666442871097,231.0933380126953,222.1000061035156,228.77333068847656,222
2021-07-14,217.7933349609375,226.20333862304688,217.6133270263672,223.5833282470703,217
2021-07-15,216.86666870117188,222.04666137695312,212.6266632080078,219.4633331298828,216
2021-07-16,214.7400054931641,218.8999938964844,214.0666656494141,218.22666931152344,214
2021-07-19,215.4066619873047,215.73333740234372,207.09666442871097,209.9633331298828,215
2021-07-20,220.1666717529297,220.79666137695312,213.5,217.3300018310547,220
2021-07-21,218.42999267578125,221.6199951171875,216.76333618164065,219.8699951171875,218
2021-07-22,216.4199981689453,220.72332763671875,214.86666870117188,218.81333923339844,216
2021-07-23,214.4600067138672,216.26666259765625,212.4333343505859,215.45333862304688,214
2021-07-26,219.2066650390625,222.73333740234372,215.70333862304688,216.9900054931641,219
2021-07-27,214.9266662597656,222.1666717529297,209.0800018310547,221.13333129882807,214
2021-07-28,215.66000366210932,218.3233337402344,213.13333129882807,215.6666717529297,215
2021-07-29,225.7833404541016,227.89666748046875,216.26666259765625,216.59666442871097,225
2021-07-30,229.0666656494141,232.5099945068359,223.0,223.9199981689453,229
2021-08-02,236.55667114257807,242.31333923339844,232.8000030517578,233.3333282470703,236
2021-08-03,236.5800018310547,240.88333129882807,233.65683135986322,239.6666717529297,236
2021-08-04,236.97332763671875,241.63333129882807,236.30999755859372,237.0,236
2021-08-05,238.2100067138672,240.3166656494141,237.1366729736328,238.6666717529297,238
2021-08-06,233.0333404541016,238.77667236328125,232.5433349609375,237.3000030517578,233
2021-08-09,237.9199981689453,239.6766662597656,235.0433349609375,236.72332763671875,237
2021-08-10,236.663330078125,238.8633270263672,233.9600067138672,237.9966735839844,236
2021-08-11,235.94000244140625,238.3933258056641,234.73666381835932,237.57000732421875,235
2021-08-12,240.75,240.9333343505859,233.13333129882807,235.44667053222656,240
2021-08-13,239.05667114257807,243.3000030517578,238.1133270263672,241.23666381835932,239
2021-08-16,228.72332763671875,236.5,225.46665954589844,235.02333068847656,228
2021-08-17,221.90333557128903,224.8600006103516,216.27999877929688,224.22000122070312,221
2021-08-18,229.663330078125,231.92333984375,223.11666870117188,223.25,229
2021-08-19,224.4900054931641,228.8500061035156,222.52999877929688,226.07000732421875,224
2021-08-20,226.7533264160156,230.7100067138672,224.5666656494141,227.61666870117188,226
2021-08-23,235.4333343505859,237.3766632080078,226.9166717529297,228.47999572753903,235
2021-08-24,236.163330078125,238.4066619873047,234.2133331298828,236.8933258056641,236
2021-08-25,237.0666656494141,238.9900054931641,234.6666717529297,235.6766662597656,237
2021-08-26,233.72000122070312,238.46665954589844,232.5399932861328,236.10333251953125,233
2021-08-27,237.30667114257807,238.3333282470703,234.0333404541016,235.0,237
2021-08-30,243.6366729736328,243.6666717529297,237.57666015625,238.2400054931641,243
2021-08-31,245.2400054931641,246.79666137695312,242.14666748046875,244.3333282470703,245
2021-09-01,244.69667053222656,247.3300018310547,243.7566680908203,244.69332885742188,244
2021-09-02,244.1300048828125,246.9900054931641,243.51333618164065,244.8333282470703,244
2021-09-03,244.52333068847656,244.6666717529297,241.3999938964844,244.0833282470703,244
2021-09-07,250.97332763671875,253.3999938964844,246.4199981689453,246.6666717529297,250
2021-09-08,251.2899932861328,254.8166656494141,246.92333984375,253.8600006103516,251
2021-09-09,251.6199951171875,254.0333404541016,250.5433349609375,251.1366729736328,251
2021-09-10,245.42333984375,254.20333862304688,244.83999633789065,253.1999969482422,245
2021-09-13,247.6666717529297,248.2599945068359,236.2833404541016,246.73666381835932,247
2021-09-14,248.163330078125,251.4900054931641,245.46665954589844,28.586000442504883,248
2021-09-15,251.94332885742188,252.2866668701172,246.1199951171875,248.3333282470703,251
2021-09-16,252.3300018310547,252.97000122070312,249.20333862304688,250.94332885742188,252
2021-09-17,253.163330078125,253.67999267578125,250.0,252.38333129882807,253
2021-09-20,243.38999938964844,247.3333282470703,239.5399932861328,244.85333251953125,243
2021-09-21,246.4600067138672,248.2466735839844,243.47999572753903,244.92999267578125,246
2021-09-22,250.64666748046875,251.22332763671875,246.3733367919922,247.8433380126953,250
2021-09-23,251.2133331298828,252.73333740234372,249.30667114257807,251.6666717529297,251
2021-09-24,258.1300048828125,258.26666259765625,248.1866607666016,248.6300048828125,258
2021-09-27,263.78668212890625,266.3333435058594,256.4366760253906,257.7066650390625,263
2021-09-28,259.1866760253906,265.2133178710937,255.3933258056641,262.3999938964844,259
2021-09-29,260.4366760253906,264.5,256.8933410644531,259.9333190917969,260
2021-09-30,258.49334716796875,263.0433349609375,258.3333435058594,260.3333435058594,258
2021-10-01,258.4066772460937,260.260009765625,254.52999877929688,259.4666748046875,258
2021-10-04,260.510009765625,268.989990234375,258.7066650390625,265.5,260
2021-10-05,260.1966552734375,265.7699890136719,258.0666809082031,261.6000061035156,260
2021-10-06,260.9166564941406,262.2200012207031,257.739990234375,258.7333374023437,260
2021-10-07,264.53668212890625,268.3333435058594,261.1266784667969,261.82000732421875,264
2021-10-08,261.8299865722656,265.4599914550781,260.3033447265625,265.4033203125,261
2021-10-11,263.9800109863281,267.0799865722656,261.8333435058594,262.54998779296875,263
2021-10-12,268.5733337402344,270.7733459472656,265.5233459472656,266.9766540527344,268
2021-10-13,270.3599853515625,271.8033447265625,268.59332275390625,270.1566772460937,270
2021-10-14,272.7733459472656,273.4166564941406,271.1166687011719,271.8299865722656,272
2021-10-15,281.010009765625,281.07000732421875,274.1166687011719,274.5799865722656,281
2021-10-18,290.03668212890625,291.7533264160156,283.8233337402344,283.92999267578125,290
2021-10-19,288.0899963378906,292.6499938964844,287.5033264160156,292.510009765625,288
2021-10-20,288.6000061035156,289.8299865722656,285.7933349609375,288.45001220703125,288
2021-10-21,295.913330078125,300.0,285.1666564941406,285.3333435058594,295
2021-10-22,303.2266540527344,303.3333435058594,296.9866638183594,298.5,303
2021-10-25,341.6199951171875,348.3399963378906,314.7333374023437,316.84332275390625,341
2021-10-26,339.4766540527344,364.9800109863281,333.8133239746094,341.5633239746094,339
2021-10-27,345.9533386230469,356.9599914550781,343.59332275390625,346.5533447265625,345
2021-10-28,359.0133361816406,360.3333435058594,351.3999938964844,356.10333251953125,359
2021-10-29,371.3333435058594,371.7366638183594,357.7366638183594,360.6199951171875,371
2021-11-01,402.86334228515625,403.25,372.88665771484375,381.6666564941406,402
2021-11-02,390.6666564941406,402.86334228515625,382.0,386.4533386230469,390
2021-11-03,404.6199951171875,405.1300048828125,384.2066650390625,392.4433288574219,404
2021-11-04,409.9700012207031,414.4966735839844,405.6666564941406,411.4700012207031,409
2021-11-05,407.36334228515625,413.2900085449219,402.6666564941406,409.3333435058594,407
2021-11-08,387.6466674804687,399.0,377.6666564941406,383.2633361816406,387
2021-11-09,341.1666564941406,391.5,337.17333984375,391.2000122070313,341
2021-11-10,355.9833374023437,359.3666687011719,329.10333251953125,336.8033447265625,355
2021-11-11,354.5033264160156,368.3233337402344,351.5599975585937,367.5899963378906,354
2021-11-12,344.47332763671875,349.1666564941406,339.7333374023437,349.1666564941406,344
2021-11-15,337.7966613769531,343.99334716796875,326.20001220703125,339.2099914550781,337
2021-11-16,351.57666015625,352.3999938964844,334.0599975585937,334.4366760253906,351
2021-11-17,363.0033264160156,373.21331787109375,351.8333435058594,354.5033264160156,363
2021-11-18,365.4599914550781,370.6666564941406,358.3399963378906,368.8500061035156,365
2021-11-19,379.0199890136719,379.5733337402344,364.23333740234375,366.2900085449219,379
2021-11-22,385.6233215332031,400.6499938964844,377.4766540527344,387.4433288574219,385
2021-11-23,369.6766662597656,393.5,354.2333374023437,389.1700134277344,369
2021-11-24,372.0,377.5899963378906,354.0,360.1300048828125,372
2021-11-26,360.6400146484375,369.5933227539063,360.3333435058594,366.489990234375,360
2021-11-29,378.9966735839844,380.8900146484375,366.7300109863281,366.9966735839844,378
2021-11-30,381.586669921875,389.3333435058594,372.6666564941406,381.4566650390625,381
2021-12-01,365.0,390.9466552734375,363.586669921875,386.8999938964844,365
2021-12-02,361.5333251953125,371.0,352.2166748046875,366.3533325195313,361
2021-12-03,338.3233337402344,363.5266723632813,333.4033203125,361.5966796875,338
2021-12-06,336.336669921875,340.5466613769531,316.8333435058594,333.836669921875,336
2021-12-07,350.5833435058594,352.5566711425781,342.2699890136719,348.0666809082031,350
2021-12-08,356.32000732421875,357.4599914550781,344.3333435058594,350.9033203125,356
2021-12-09,334.6000061035156,354.163330078125,334.1199951171875,353.5466613769531,334
2021-12-10,339.010009765625,340.32666015625,327.510009765625,336.25,339
2021-12-13,322.1366577148437,335.0,317.1400146484375,333.6966552734375,322
2021-12-14,319.5033264160156,322.1366577148437,310.0,315.0,319
2021-12-15,325.3299865722656,326.25,309.4166564941406,317.7366638183594,325
2021-12-16,308.97332763671875,331.6600036621094,307.2833251953125,331.5,308
2021-12-17,310.8566589355469,320.2200012207031,303.0133361816406,304.92333984375,310
2021-12-20,299.9800109863281,307.2300109863281,297.7966613769531,303.5666809082031,299
2021-12-21,312.84332275390625,313.1666564941406,295.3733215332031,305.6233215332031,312
2021-12-22,336.2900085449219,338.5533447265625,319.01666259765625,321.8866577148437,336
2021-12-23,355.6666564941406,357.6600036621094,332.5199890136719,335.6000061035156,355
2021-12-27,364.6466674804687,372.3333435058594,356.9066772460937,357.8900146484375,364
2021-12-28,362.8233337402344,373.0,359.47332763671875,369.8299865722656,362
2021-12-29,362.0633239746094,368.0,354.7133178710937,366.21331787109375,362
2021-12-30,356.7799987792969,365.1833190917969,351.04998779296875,353.77667236328125,356
2021-12-31,352.260009765625,360.6666564941406,351.5299987792969,357.8133239746094,352
2022-01-03,399.9266662597656,400.3566589355469,378.6799926757813,382.5833435058594,399
2022-01-04,383.1966552734375,402.6666564941406,374.3500061035156,396.51666259765625,383
2022-01-05,362.7066650390625,390.11334228515625,360.336669921875,382.2166748046875,362
2022-01-06,354.8999938964844,362.6666564941406,340.1666564941406,359.0,354
2022-01-07,342.32000732421875,360.30999755859375,336.6666564941406,360.1233215332031,342
2022-01-10,352.7066650390625,353.0333251953125,326.6666564941406,333.3333435058594,352
2022-01-11,354.79998779296875,358.6166687011719,346.2733459472656,351.22332763671875,354
2022-01-12,368.739990234375,371.61334228515625,357.5299987792969,359.6166687011719,368
2022-01-13,343.85333251953125,371.8666687011719,342.17999267578125,369.6900024414063,343
2022-01-14,349.8699951171875,350.6666564941406,337.7933349609375,339.9599914550781,349
2022-01-18,343.5033264160156,356.92999267578125,338.6866760253906,342.2033386230469,343
2022-01-19,331.8833312988281,351.5566711425781,331.6666564941406,347.2366638183594,331
2022-01-20,332.0899963378906,347.2200012207031,331.3333435058594,336.57666015625,332
2022-01-21,314.6333312988281,334.8500061035156,313.5,332.11334228515625,314
2022-01-24,310.0,311.1700134277344,283.8233337402344,301.586669921875,310
2022-01-25,306.1333312988281,317.086669921875,301.07000732421875,304.7333374023437,306
2022-01-26,312.4700012207031,329.2300109863281,302.0,317.4766540527344,312
2022-01-27,276.3666687011719,311.7966613769531,276.3333435058594,311.1199951171875,276
2022-01-28,282.1166687011719,285.8333435058594,264.0033264160156,277.1866760253906,282
2022-01-31,312.239990234375,312.239990234375,287.3500061035156,290.9033203125,312
2022-02-01,310.4166564941406,314.5666809082031,301.6666564941406,311.7366638183594,310
2022-02-02,301.8866577148437,310.5,296.4700012207031,309.3933410644531,301
2022-02-03,297.0466613769531,312.3333435058594,293.50665283203125,294.0,297
2022-02-04,307.7733459472656,312.1666564941406,293.72332763671875,299.0733337402344,307
2022-02-07,302.4466552734375,315.92333984375,300.9033203125,307.92999267578125,302
2022-02-08,307.3333435058594,308.7633361816406,298.26666259765625,301.84332275390625,307
2022-02-09,310.6666564941406,315.42333984375,306.6666564941406,311.6666564941406,310
2022-02-10,301.51666259765625,314.60333251953125,298.8999938964844,302.7900085449219,301
2022-02-11,286.6666564941406,305.32000732421875,283.5666809082031,303.2099914550781,286
2022-02-14,291.9200134277344,299.6266784667969,284.3833312988281,287.19000244140625,291
2022-02-15,299.85833740234375,307.6666564941406,297.7933349609375,300.0,299
2022-02-16,307.7966613769531,308.8099975585937,300.4033203125,304.6833190917969,307
2022-02-17,292.1166687011719,306.1666564941406,291.3666687011719,304.4200134277344,292
2022-02-18,282.97999572753906,295.6233215332031,279.2033386230469,295.3333435058594,282
2022-02-22,273.84332275390625,285.57666015625,267.0333251953125,278.0433349609375,273
2022-02-23,254.67999267578125,278.4333190917969,253.52000427246097,276.8099975585937,254
2022-02-24,266.92333984375,267.49334716796875,233.3333282470703,233.4633331298828,266
2022-02-25,269.9566650390625,273.1666564941406,260.79998779296875,269.74334716796875,269
2022-02-28,290.1433410644531,292.28668212890625,271.57000732421875,271.6700134277344,290
2022-03-01,288.1233215332031,296.6266784667969,284.59332275390625,289.8933410644531,288
2022-03-02,293.2966613769531,295.49334716796875,281.42333984375,290.7099914550781,293
2022-03-03,279.7633361816406,295.4800109863281,277.5333251953125,292.92333984375,279
2022-03-04,279.42999267578125,285.2166748046875,275.0533447265625,283.0333251953125,279
2022-03-07,268.1933288574219,288.7133178710937,268.19000244140625,285.4333190917969,268
2022-03-08,274.79998779296875,283.3299865722656,260.72332763671875,265.1766662597656,274
2022-03-09,286.3233337402344,286.85333251953125,277.336669921875,279.82666015625,286
2022-03-10,279.4333190917969,284.8166809082031,270.1199951171875,283.8166809082031,279
